Date,District_Name,Today_Positive,Total_Positive,Today_Discharge,Total_Discharge,Total_Active_Cases,Today_Deaths,Total_Deaths,Total_Population
24-02-2021,Chikkamagaluru,0.35,12.32,0.18,12.17,0.03,0,12.21,"11,37,961"
25-02-2021,Chikkamagaluru,0.18,12.32,1.05,12.18,0.02,0,12.21,"11,37,961"
26-02-2021,Chikkamagaluru,0.18,12.32,0.35,12.18,0.01,0,12.21,"11,37,961"
27-02-2021,Chikkamagaluru,0.26,12.32,0.18,12.19,0.02,0,12.21,"11,37,961"
28-02-2021,Chikkamagaluru,0.26,12.33,0.18,12.19,0.02,0,12.21,"11,37,961"
01-03-2021,Chikkamagaluru,0.18,12.33,0.09,12.19,0.02,0,12.21,"11,37,961"
02-03-2021,Chikkamagaluru,0.09,12.33,0.18,12.19,0.02,0,12.21,"11,37,961"
03-03-2021,Chikkamagaluru,0.09,12.33,0.35,12.19,0.01,0,12.21,"11,37,961"
04-03-2021,Chikkamagaluru,0,12.33,0.18,12.2,0.01,0,12.21,"11,37,961"
05-03-2021,Chikkamagaluru,0.18,12.33,0.18,12.2,0.01,0,12.21,"11,37,961"
06-03-2021,Chikkamagaluru,0.44,12.34,0.18,12.2,0.01,0,12.21,"11,37,961"
07-03-2021,Chikkamagaluru,0.35,12.34,0.18,12.2,0.02,0,12.21,"11,37,961"
08-03-2021,Chikkamagaluru,0.09,12.34,0.09,12.2,0.02,0,12.21,"11,37,961"
09-03-2021,Chikkamagaluru,0.18,12.34,0.09,12.2,0.02,0,12.21,"11,37,961"
10-03-2021,Chikkamagaluru,0,12.34,0,12.2,0.02,0,12.21,"11,37,961"
11-03-2021,Chikkamagaluru,0.35,12.35,0.18,12.21,0.02,0,12.21,"11,37,961"
12-03-2021,Chikkamagaluru,0.26,12.35,0.44,12.21,0.02,0,12.21,"11,37,961"
13-03-2021,Chikkamagaluru,0.09,12.35,0,12.21,0.02,0,12.21,"11,37,961"
14-03-2021,Chikkamagaluru,0.53,12.36,0.09,12.21,0.02,0,12.21,"11,37,961"
15-03-2021,Chikkamagaluru,0.18,12.36,0.18,12.21,0.02,0,12.21,"11,37,961"
16-03-2021,Chikkamagaluru,0.18,12.36,0,12.21,0.02,0,12.21,"11,37,961"
17-03-2021,Chikkamagaluru,0.88,12.37,0.35,12.22,0.03,0,12.21,"11,37,961"
18-03-2021,Chikkamagaluru,1.14,12.38,0.18,12.22,0.04,0,12.21,"11,37,961"
19-03-2021,Chikkamagaluru,0.97,12.39,0.7,12.22,0.04,0,12.21,"11,37,961"
20-03-2021,Chikkamagaluru,0.18,12.39,0.35,12.23,0.04,0,12.21,"11,37,961"
21-03-2021,Chikkamagaluru,0.44,12.39,0,12.23,0.04,0,12.21,"11,37,961"
22-03-2021,Chikkamagaluru,0.09,12.4,0.53,12.23,0.04,0,12.21,"11,37,961"
23-03-2021,Chikkamagaluru,0.88,12.4,0.18,12.24,0.05,0,12.21,"11,37,961"
24-03-2021,Chikkamagaluru,1.23,12.42,0,12.24,0.06,0,12.21,"11,37,961"
25-03-2021,Chikkamagaluru,1.05,12.43,1.05,12.25,0.06,0,12.21,"11,37,961"
26-03-2021,Chikkamagaluru,0.53,12.43,1.14,12.26,0.05,0,12.21,"11,37,961"
27-03-2021,Chikkamagaluru,3.52,12.47,0.97,12.27,0.08,0,12.21,"11,37,961"
28-03-2021,Chikkamagaluru,0.7,12.47,0.18,12.27,0.08,0,12.21,"11,37,961"
29-03-2021,Chikkamagaluru,2.2,12.5,0.26,12.27,0.1,0,12.21,"11,37,961"
30-03-2021,Chikkamagaluru,1.23,12.51,0.44,12.28,0.11,0.09,12.3,"11,37,961"
31-03-2021,Chikkamagaluru,1.41,12.52,0.44,12.28,0.12,0.09,12.39,"11,37,961"
01-04-2021,Chikkamagaluru,4.48,12.57,1.23,12.29,0.15,0,12.39,"11,37,961"
02-04-2021,Chikkamagaluru,4.13,12.61,0.79,12.3,0.19,0,12.39,"11,37,961"
03-04-2021,Chikkamagaluru,3.16,12.64,0.53,12.31,0.21,0,12.39,"11,37,961"
04-04-2021,Chikkamagaluru,1.49,12.66,0.7,12.31,0.22,0,12.39,"11,37,961"
05-04-2021,Chikkamagaluru,2.81,12.68,3.08,12.34,0.22,0,12.39,"11,37,961"
06-04-2021,Chikkamagaluru,2.55,12.71,0.97,12.35,0.23,0,12.39,"11,37,961"
07-04-2021,Chikkamagaluru,3.34,12.74,1.14,12.36,0.25,0,12.39,"11,37,961"
08-04-2021,Chikkamagaluru,3.52,12.78,1.32,12.38,0.28,0,12.39,"11,37,961"
09-04-2021,Chikkamagaluru,2.55,12.8,0.35,12.38,0.3,0,12.39,"11,37,961"
10-04-2021,Chikkamagaluru,3.16,12.84,3.78,12.42,0.29,0,12.39,"11,37,961"
11-04-2021,Chikkamagaluru,3.6,12.87,3.78,12.46,0.29,0,12.39,"11,37,961"
12-04-2021,Chikkamagaluru,5.01,12.92,2.72,12.48,0.31,0,12.39,"11,37,961"
13-04-2021,Chikkamagaluru,1.67,12.94,0.18,12.49,0.33,0,12.39,"11,37,961"
14-04-2021,Chikkamagaluru,3.69,12.97,3.16,12.52,0.33,0,12.39,"11,37,961"
15-04-2021,Chikkamagaluru,5.45,13.03,1.49,12.53,0.37,0,12.39,"11,37,961"
16-04-2021,Chikkamagaluru,6.41,13.09,2.81,12.56,0.41,0,12.39,"11,37,961"
17-04-2021,Chikkamagaluru,5.98,13.15,2.55,12.59,0.44,0.09,12.48,"11,37,961"
18-04-2021,Chikkamagaluru,7.12,13.22,3.34,12.62,0.48,0,12.48,"11,37,961"
19-04-2021,Chikkamagaluru,12.48,13.35,3.52,12.65,0.57,0,12.48,"11,37,961"
20-04-2021,Chikkamagaluru,10.11,13.45,2.55,12.68,0.65,0.09,12.57,"11,37,961"
21-04-2021,Chikkamagaluru,17.4,13.62,3.6,12.72,0.78,0,12.57,"11,37,961"
22-04-2021,Chikkamagaluru,12.83,13.75,5.01,12.77,0.86,0,12.57,"11,37,961"
23-04-2021,Chikkamagaluru,20.12,13.95,1.67,12.78,1.04,0.09,12.65,"11,37,961"
24-04-2021,Chikkamagaluru,16.26,14.12,3.69,12.82,1.17,0.09,12.74,"11,37,961"
25-04-2021,Chikkamagaluru,21.71,14.33,6.33,12.88,1.32,0,12.74,"11,37,961"
26-04-2021,Chikkamagaluru,35.41,14.69,16.35,13.05,1.51,0.18,12.92,"11,37,961"
27-04-2021,Chikkamagaluru,24.17,14.93,7.82,13.12,1.68,0,12.92,"11,37,961"
28-04-2021,Chikkamagaluru,26.1,15.19,13.53,13.26,1.8,0.44,13.36,"11,37,961"
29-04-2021,Chikkamagaluru,21.27,15.4,7.38,13.33,1.94,0.09,13.45,"11,37,961"
30-04-2021,Chikkamagaluru,47.63,15.88,17.58,13.51,2.23,0.18,13.62,"11,37,961"
01-05-2021,Chikkamagaluru,43.94,16.32,12.48,13.63,2.54,0.35,13.97,"11,37,961"
02-05-2021,Chikkamagaluru,14.59,16.46,20.04,13.83,2.49,0.18,14.15,"11,37,961"
03-05-2021,Chikkamagaluru,18.1,16.65,15.99,13.99,2.51,0,14.15,"11,37,961"
04-05-2021,Chikkamagaluru,64.59,17.29,21,14.2,2.94,0.26,14.41,"11,37,961"
05-05-2021,Chikkamagaluru,88.67,18.18,34.54,14.55,3.48,0.18,14.59,"11,37,961"
06-05-2021,Chikkamagaluru,39.72,18.58,24.08,14.79,3.64,0,14.59,"11,37,961"
07-05-2021,Chikkamagaluru,55.54,19.13,26.1,15.05,3.93,0.35,14.94,"11,37,961"
08-05-2021,Chikkamagaluru,31.28,19.44,21.09,15.26,4.03,0.26,15.2,"11,37,961"
09-05-2021,Chikkamagaluru,51.14,19.95,47.19,15.73,4.07,0.18,15.38,"11,37,961"
10-05-2021,Chikkamagaluru,31.81,20.27,43.85,16.17,3.94,0.44,15.82,"11,37,961"
11-05-2021,Chikkamagaluru,47.19,20.74,5.8,16.23,4.35,0.44,16.26,"11,37,961"
12-05-2021,Chikkamagaluru,56.77,21.31,17.93,16.41,4.74,0.18,16.43,"11,37,961"
13-05-2021,Chikkamagaluru,39.11,21.7,64.15,17.05,4.49,0.09,16.52,"11,37,961"
14-05-2021,Chikkamagaluru,73.38,22.44,88.4,17.94,4.33,0.26,16.78,"11,37,961"
15-05-2021,Chikkamagaluru,96.05,23.4,39.72,18.33,4.89,0.26,17.05,"11,37,961"
16-05-2021,Chikkamagaluru,84.63,24.24,55.19,18.88,5.19,0.26,17.31,"11,37,961"
17-05-2021,Chikkamagaluru,64.33,24.89,31.02,19.19,5.52,0.26,17.58,"11,37,961"
18-05-2021,Chikkamagaluru,35.24,25.24,50.7,19.7,5.36,0.18,17.75,"11,37,961"
19-05-2021,Chikkamagaluru,92.01,26.16,31.72,20.02,5.96,0.35,18.1,"11,37,961"
20-05-2021,Chikkamagaluru,83.04,26.99,47.01,20.49,6.31,0.53,18.63,"11,37,961"
21-05-2021,Chikkamagaluru,59.05,27.58,65.47,21.14,6.25,0.44,19.07,"11,37,961"
22-05-2021,Chikkamagaluru,57.3,28.15,47.98,21.62,6.34,0.44,19.51,"11,37,961"
23-05-2021,Chikkamagaluru,50.7,28.66,70.21,22.33,6.14,0.26,19.77,"11,37,961"
24-05-2021,Chikkamagaluru,55.63,29.22,95.52,23.28,5.73,0.62,20.39,"11,37,961"
25-05-2021,Chikkamagaluru,70.04,29.92,81.55,24.1,5.61,0.53,20.91,"11,37,961"
26-05-2021,Chikkamagaluru,51.41,30.43,61.95,24.72,5.51,0.09,21,"11,37,961"
27-05-2021,Chikkamagaluru,62.83,31.06,33.39,25.05,5.8,0.09,21.09,"11,37,961"
28-05-2021,Chikkamagaluru,49.12,31.55,91.57,25.97,5.37,0.62,21.71,"11,37,961"
29-05-2021,Chikkamagaluru,74.08,32.29,82.25,26.79,5.28,0.44,22.14,"11,37,961"
30-05-2021,Chikkamagaluru,58.97,32.88,58.79,27.38,5.28,0.09,22.23,"11,37,961"
31-05-2021,Chikkamagaluru,29.88,33.18,56.68,27.94,5.01,0.35,22.58,"11,37,961"
01-06-2021,Chikkamagaluru,44.29,33.62,50.44,28.45,4.95,0.18,22.76,"11,37,961"
02-06-2021,Chikkamagaluru,18.81,33.81,55.27,29,4.58,0.18,22.94,"11,37,961"
03-06-2021,Chikkamagaluru,65.2,34.46,49.21,29.49,4.74,0.18,23.11,"11,37,961"
04-06-2021,Chikkamagaluru,52.29,34.99,46.75,29.96,4.79,0.35,23.46,"11,37,961"
05-06-2021,Chikkamagaluru,33.22,35.32,58.44,30.54,4.54,0,23.46,"11,37,961"
06-06-2021,Chikkamagaluru,36.56,35.68,24.69,30.79,4.65,0.44,23.9,"11,37,961"
07-06-2021,Chikkamagaluru,32.07,36,54.13,31.33,4.43,0.44,24.34,"11,37,961"
08-06-2021,Chikkamagaluru,25.22,36.26,66,31.99,4.02,0.26,24.61,"11,37,961"
09-06-2021,Chikkamagaluru,29.79,36.55,61.43,32.61,3.7,0.26,24.87,"11,37,961"
10-06-2021,Chikkamagaluru,34.89,36.9,28.38,32.89,3.76,0.26,25.13,"11,37,961"
11-06-2021,Chikkamagaluru,29.17,37.2,39.54,33.29,3.66,0.18,25.31,"11,37,961"
12-06-2021,Chikkamagaluru,30.05,37.5,19.42,33.48,3.76,0.26,25.57,"11,37,961"
13-06-2021,Chikkamagaluru,19.6,37.69,64.06,34.12,3.31,0.35,25.92,"11,37,961"
14-06-2021,Chikkamagaluru,16.26,37.85,50.62,34.63,2.97,0.18,26.1,"11,37,961"
15-06-2021,Chikkamagaluru,19.68,38.05,31.99,34.95,2.84,0.18,26.28,"11,37,961"
16-06-2021,Chikkamagaluru,22.32,38.27,36.82,35.31,2.69,0.35,26.63,"11,37,961"
17-06-2021,Chikkamagaluru,17.4,38.45,24.34,35.56,2.62,0.44,27.07,"11,37,961"
18-06-2021,Chikkamagaluru,24.43,38.69,28.91,35.85,2.57,0.35,27.42,"11,37,961"
19-06-2021,Chikkamagaluru,15.55,38.85,35.24,36.2,2.37,0.62,28.03,"11,37,961"
20-06-2021,Chikkamagaluru,16.08,39.01,28.47,36.48,2.24,0.26,28.3,"11,37,961"
21-06-2021,Chikkamagaluru,13.36,39.14,29.53,36.78,2.08,0.26,28.56,"11,37,961"
22-06-2021,Chikkamagaluru,14.32,39.29,16.08,36.94,2.06,0.26,28.82,"11,37,961"
01-07-2020,Chitradurga,0.72,0.04,0,0.03,0.02,0,0,"16,59,456"
02-07-2020,Chitradurga,0.18,0.05,0,0.03,0.02,0,0,"16,59,456"
03-07-2020,Chitradurga,0.18,0.05,0,0.03,0.02,0,0,"16,59,456"
04-07-2020,Chitradurga,0,0.05,0.3,0.03,0.02,0,0,"16,59,456"
05-07-2020,Chitradurga,0.18,0.05,0,0.03,0.02,0,0,"16,59,456"
06-07-2020,Chitradurga,0.36,0.05,0,0.03,0.02,0,0,"16,59,456"
07-07-2020,Chitradurga,0.06,0.05,0.24,0.03,0.02,0,0,"16,59,456"
08-07-2020,Chitradurga,0.12,0.06,0.72,0.04,0.02,0,0,"16,59,456"
10-07-2020,Chitradurga,0,0.06,0.36,0.04,0.01,0,0,"16,59,456"
11-07-2020,Chitradurga,0.54,0.06,0,0.04,0.02,0,0,"16,59,456"
12-07-2020,Chitradurga,0,0.06,0.18,0.04,0.02,0,0,"16,59,456"
13-07-2020,Chitradurga,0.48,0.07,0,0.04,0.02,0,0,"16,59,456"
14-07-2020,Chitradurga,0.6,0.07,0.06,0.04,0.03,0,0,"16,59,456"
15-07-2020,Chitradurga,0.72,0.08,0,0.04,0.03,0.06,0.06,"16,59,456"
16-07-2020,Chitradurga,1.27,0.09,0,0.04,0.05,0,0.06,"16,59,456"
17-07-2020,Chitradurga,1.45,0.11,0,0.04,0.06,0,0.06,"16,59,456"
19-07-2020,Chitradurga,1.02,0.13,2.05,0.07,0.07,0,0.06,"16,59,456"
20-07-2020,Chitradurga,1.75,0.15,0.24,0.07,0.08,0.12,0.18,"16,59,456"
21-07-2020,Chitradurga,1.39,0.16,0,0.07,0.09,0,0.18,"16,59,456"
22-07-2020,Chitradurga,2.41,0.19,0.54,0.07,0.11,0,0.18,"16,59,456"
23-07-2020,Chitradurga,0.6,0.19,0,0.07,0.12,0,0.18,"16,59,456"
24-07-2020,Chitradurga,0.78,0.2,0.6,0.08,0.12,0.18,0.36,"16,59,456"
25-07-2020,Chitradurga,0.96,0.21,0.18,0.08,0.13,0,0.36,"16,59,456"
26-07-2020,Chitradurga,3.19,0.24,0,0.08,0.16,0,0.36,"16,59,456"
27-07-2020,Chitradurga,3.07,0.27,0.72,0.09,0.18,0,0.36,"16,59,456"
28-07-2020,Chitradurga,3.98,0.31,0,0.09,0.22,0,0.36,"16,59,456"
29-07-2020,Chitradurga,3.13,0.34,0.84,0.1,0.24,0,0.36,"16,59,456"
30-07-2020,Chitradurga,2.83,0.37,0,0.1,0.27,0,0.36,"16,59,456"
31-07-2020,Chitradurga,2.11,0.39,1.63,0.11,0.28,0,0.36,"16,59,456"
01-08-2020,Chitradurga,3.62,0.43,4.34,0.16,0.27,0.18,0.54,"16,59,456"
02-08-2020,Chitradurga,2.77,0.46,0,0.16,0.3,0,0.54,"16,59,456"
03-08-2020,Chitradurga,1.99,0.48,0,0.16,0.32,0,0.54,"16,59,456"
04-08-2020,Chitradurga,0.72,0.48,4.76,0.2,0.27,0.18,0.72,"16,59,456"
05-08-2020,Chitradurga,1.45,0.5,2.53,0.23,0.26,0,0.72,"16,59,456"
06-08-2020,Chitradurga,3.5,0.53,4.34,0.27,0.25,0,0.72,"16,59,456"
07-08-2020,Chitradurga,3.43,0.57,0.48,0.28,0.28,0,0.72,"16,59,456"
08-08-2020,Chitradurga,3.8,0.61,1.27,0.29,0.31,0,0.72,"16,59,456"
09-08-2020,Chitradurga,5.91,0.66,1.51,0.3,0.35,0.12,0.84,"16,59,456"
10-08-2020,Chitradurga,2.29,0.69,0.36,0.31,0.37,0,0.84,"16,59,456"
11-08-2020,Chitradurga,2.83,0.72,1.21,0.32,0.39,0,0.84,"16,59,456"
12-08-2020,Chitradurga,3.68,0.75,1.45,0.33,0.41,0,0.84,"16,59,456"
13-08-2020,Chitradurga,4.04,0.79,4.94,0.38,0.4,0,0.84,"16,59,456"
14-08-2020,Chitradurga,4.64,0.84,2.59,0.41,0.42,0,0.84,"16,59,456"
15-08-2020,Chitradurga,2.05,0.86,9.82,0.51,0.34,0,0.84,"16,59,456"
16-08-2020,Chitradurga,4.28,0.9,0,0.51,0.39,0,0.84,"16,59,456"
17-08-2020,Chitradurga,1.27,0.92,7.05,0.58,0.33,0,0.84,"16,59,456"
18-08-2020,Chitradurga,2.47,0.94,4.22,0.62,0.31,0,0.84,"16,59,456"
19-08-2020,Chitradurga,2.83,0.97,4.76,0.67,0.29,0,0.84,"16,59,456"
20-08-2020,Chitradurga,3.62,1,0,0.67,0.33,0,0.84,"16,59,456"
21-08-2020,Chitradurga,5.91,1.06,1.27,0.68,0.37,0,0.84,"16,59,456"
22-08-2020,Chitradurga,5.36,1.12,9.28,0.77,0.34,0,0.84,"16,59,456"
23-08-2020,Chitradurga,4.28,1.16,5.54,0.83,0.32,0.18,1.02,"16,59,456"
24-08-2020,Chitradurga,1.69,1.18,4.76,0.88,0.29,0,1.02,"16,59,456"
25-08-2020,Chitradurga,6.87,1.25,0.84,0.89,0.35,0.18,1.21,"16,59,456"
26-08-2020,Chitradurga,4.7,1.29,0.12,0.89,0.39,0,1.21,"16,59,456"
27-08-2020,Chitradurga,3.68,1.33,2.35,0.91,0.41,0,1.21,"16,59,456"
28-08-2020,Chitradurga,9.04,1.42,4.7,0.96,0.45,0,1.21,"16,59,456"
29-08-2020,Chitradurga,6.03,1.48,1.69,0.97,0.49,0,1.21,"16,59,456"
30-08-2020,Chitradurga,5.72,1.54,0,0.97,0.55,0.12,1.33,"16,59,456"
31-08-2020,Chitradurga,17.23,1.71,0,0.97,0.72,0,1.33,"16,59,456"
01-09-2020,Chitradurga,9.88,1.81,3.8,1.01,0.78,0,1.33,"16,59,456"
02-09-2020,Chitradurga,10.49,1.91,5.48,1.07,0.83,0.18,1.51,"16,59,456"
03-09-2020,Chitradurga,9.1,2,6.09,1.13,0.86,0,1.51,"16,59,456"
04-09-2020,Chitradurga,5.54,2.06,2.77,1.16,0.89,0,1.51,"16,59,456"
06-09-2020,Chitradurga,15.73,2.36,2.95,1.3,1.04,0,1.51,"16,59,456"
07-09-2020,Chitradurga,3.01,2.39,4.4,1.35,1.03,0,1.51,"16,59,456"
08-09-2020,Chitradurga,1.39,2.41,10.79,1.45,0.94,0,1.51,"16,59,456"
09-09-2020,Chitradurga,5.66,2.46,12.59,1.58,0.87,0.12,1.63,"16,59,456"
10-09-2020,Chitradurga,8.56,2.55,5.48,1.63,0.9,0,1.63,"16,59,456"
11-09-2020,Chitradurga,14.88,2.7,38.75,2.02,0.66,0.12,1.75,"16,59,456"
12-09-2020,Chitradurga,13.68,2.83,7.59,2.1,0.72,0.24,1.99,"16,59,456"
13-09-2020,Chitradurga,13.98,2.97,8.07,2.18,0.77,0,1.99,"16,59,456"
14-09-2020,Chitradurga,11.93,3.09,0.84,2.19,0.89,0,1.99,"16,59,456"
15-09-2020,Chitradurga,7.65,3.17,3.19,2.22,0.93,0,1.99,"16,59,456"
16-09-2020,Chitradurga,13.68,3.31,0,2.22,1.07,0,1.99,"16,59,456"
17-09-2020,Chitradurga,9.16,3.4,0,2.22,1.16,0,1.99,"16,59,456"
18-09-2020,Chitradurga,8.5,3.48,11.09,2.33,1.13,0,1.99,"16,59,456"
19-09-2020,Chitradurga,5.06,3.53,15.85,2.49,1.03,0,1.99,"16,59,456"
20-09-2020,Chitradurga,0,3.53,10.43,2.59,0.92,0,1.99,"16,59,456"
21-09-2020,Chitradurga,19.64,3.73,14.82,2.74,0.97,0,1.99,"16,59,456"
22-09-2020,Chitradurga,7.35,3.8,0,2.74,1.04,0,1.99,"16,59,456"
23-09-2020,Chitradurga,5.36,3.86,10.91,2.85,0.99,0,1.99,"16,59,456"
24-09-2020,Chitradurga,3.86,3.9,18.86,3.04,0.84,0,1.99,"16,59,456"
25-09-2020,Chitradurga,4.76,3.94,14.7,3.19,0.74,0,1.99,"16,59,456"
26-09-2020,Chitradurga,4.22,3.99,4.88,3.23,0.73,0,1.99,"16,59,456"
27-09-2020,Chitradurga,11.93,4.1,5.12,3.29,0.8,0.12,2.11,"16,59,456"
28-09-2020,Chitradurga,10.61,4.21,13.74,3.42,0.77,0,2.11,"16,59,456"
29-09-2020,Chitradurga,11.21,4.32,5.3,3.48,0.82,0.18,2.29,"16,59,456"
30-09-2020,Chitradurga,10.85,4.43,8.32,3.56,0.85,0,2.29,"16,59,456"
01-10-2020,Chitradurga,4.94,4.48,2.89,3.59,0.87,0,2.29,"16,59,456"
02-10-2020,Chitradurga,10.18,4.58,4.46,3.63,0.93,0,2.29,"16,59,456"
03-10-2020,Chitradurga,4.58,4.63,12.05,3.75,0.85,0,2.29,"16,59,456"
04-10-2020,Chitradurga,7.35,4.7,17.66,3.93,0.75,0,2.29,"16,59,456"
05-10-2020,Chitradurga,16.63,4.87,0.06,3.93,0.91,0,2.29,"16,59,456"
06-10-2020,Chitradurga,20.01,5.07,18.56,4.12,0.93,0,2.29,"16,59,456"
07-10-2020,Chitradurga,13.08,5.2,9.1,4.21,0.97,0,2.29,"16,59,456"
08-10-2020,Chitradurga,12.96,5.33,2.29,4.23,1.08,0,2.29,"16,59,456"
09-10-2020,Chitradurga,25.19,5.58,12.11,4.35,1.21,0,2.29,"16,59,456"
10-10-2020,Chitradurga,26.94,5.85,5.06,4.4,1.42,0.18,2.47,"16,59,456"
11-10-2020,Chitradurga,22.78,6.08,19.16,4.59,1.46,0.12,2.59,"16,59,456"
12-10-2020,Chitradurga,12.65,6.2,38.21,4.98,1.2,0.12,2.71,"16,59,456"
13-10-2020,Chitradurga,14.58,6.35,27,5.25,1.08,0,2.71,"16,59,456"
14-10-2020,Chitradurga,9.76,6.45,22.9,5.47,0.95,0.06,2.77,"16,59,456"
15-10-2020,Chitradurga,9.58,6.54,7.71,5.55,0.96,0,2.77,"16,59,456"
16-10-2020,Chitradurga,5.72,6.6,15.25,5.7,0.87,0.18,2.95,"16,59,456"
17-10-2020,Chitradurga,4.82,6.65,2.95,5.73,0.89,0,2.95,"16,59,456"
18-10-2020,Chitradurga,13.62,6.78,10.85,5.84,0.91,0.12,3.07,"16,59,456"
19-10-2020,Chitradurga,6.39,6.85,24.16,6.08,0.73,0,3.07,"16,59,456"
20-10-2020,Chitradurga,6.57,6.91,14.94,6.23,0.65,0,3.07,"16,59,456"
21-10-2020,Chitradurga,4.46,6.96,10.55,6.34,0.59,0.06,3.13,"16,59,456"
22-10-2020,Chitradurga,4.76,7.01,14.28,6.48,0.49,0.12,3.25,"16,59,456"
24-10-2020,Chitradurga,5.06,7.12,7.11,6.63,0.45,0.06,3.37,"16,59,456"
25-10-2020,Chitradurga,5.97,7.18,6.69,6.69,0.45,0,3.37,"16,59,456"
26-10-2020,Chitradurga,5.18,7.23,3.37,6.73,0.47,0,3.37,"16,59,456"
27-10-2020,Chitradurga,4.22,7.27,5.85,6.79,0.45,0,3.37,"16,59,456"
28-10-2020,Chitradurga,4.22,7.31,4.52,6.83,0.45,0,3.37,"16,59,456"
29-10-2020,Chitradurga,2.47,7.34,6.03,6.89,0.41,0.18,3.56,"16,59,456"
30-10-2020,Chitradurga,7.35,7.41,4.28,6.94,0.44,0,3.56,"16,59,456"
31-10-2020,Chitradurga,3.56,7.45,10.85,7.04,0.37,0,3.56,"16,59,456"
01-12-2020,Chitradurga,1.99,8.2,1.02,7.98,0.18,0.06,3.86,"16,59,456"
02-12-2020,Chitradurga,2.77,8.23,1.87,7.99,0.19,0.06,3.92,"16,59,456"
03-12-2020,Chitradurga,2.41,8.25,4.16,8.04,0.17,0,3.92,"16,59,456"
04-12-2020,Chitradurga,0.84,8.26,1.33,8.05,0.17,0,3.92,"16,59,456"
05-12-2020,Chitradurga,0.48,8.26,1.21,8.06,0.16,0.06,3.98,"16,59,456"
06-12-2020,Chitradurga,1.21,8.28,2.47,8.09,0.15,0,3.98,"16,59,456"
07-12-2020,Chitradurga,0.18,8.28,2.11,8.11,0.13,0,3.98,"16,59,456"
08-12-2020,Chitradurga,3.13,8.31,1.14,8.12,0.15,0,3.98,"16,59,456"
09-12-2020,Chitradurga,2.47,8.33,2.71,8.15,0.15,0,3.98,"16,59,456"
10-12-2020,Chitradurga,1.33,8.35,1.51,8.16,0.15,0,3.98,"16,59,456"
11-12-2020,Chitradurga,2.41,8.37,1.93,8.18,0.15,0.06,4.04,"16,59,456"
12-12-2020,Chitradurga,3.07,8.4,1.33,8.19,0.17,0,4.04,"16,59,456"
13-12-2020,Chitradurga,1.99,8.42,0.78,8.2,0.18,0,4.04,"16,59,456"
14-12-2020,Chitradurga,0.3,8.42,0.9,8.21,0.17,0,4.04,"16,59,456"
15-12-2020,Chitradurga,0.6,8.43,0.9,8.22,0.17,0.06,4.1,"16,59,456"
16-12-2020,Chitradurga,3.07,8.46,2.05,8.24,0.18,0,4.1,"16,59,456"
17-12-2020,Chitradurga,1.63,8.48,2.71,8.27,0.17,0,4.1,"16,59,456"
18-12-2020,Chitradurga,0.9,8.49,1.08,8.28,0.17,0,4.1,"16,59,456"
19-12-2020,Chitradurga,0.96,8.5,0.78,8.29,0.17,0,4.1,"16,59,456"
20-12-2020,Chitradurga,0.42,8.5,3.8,8.32,0.13,0,4.1,"16,59,456"
21-12-2020,Chitradurga,1.14,8.51,3.25,8.36,0.11,0,4.1,"16,59,456"
22-12-2020,Chitradurga,0.6,8.52,0.3,8.36,0.12,0,4.1,"16,59,456"
23-12-2020,Chitradurga,1.08,8.53,0.54,8.36,0.12,0,4.1,"16,59,456"
24-12-2020,Chitradurga,1.14,8.54,2.77,8.39,0.11,0,4.1,"16,59,456"
25-12-2020,Chitradurga,0.78,8.55,1.75,8.41,0.1,0,4.1,"16,59,456"
26-12-2020,Chitradurga,0.54,8.55,0.84,8.42,0.09,0,4.1,"16,59,456"
27-12-2020,Chitradurga,1.27,8.57,0.78,8.43,0.1,0,4.1,"16,59,456"
28-12-2020,Chitradurga,0.6,8.57,0.6,8.43,0.1,0,4.1,"16,59,456"
29-12-2020,Chitradurga,0.42,8.58,1.08,8.44,0.09,0,4.1,"16,59,456"
30-12-2020,Chitradurga,1.14,8.59,0.84,8.45,0.09,0,4.1,"16,59,456"
31-12-2020,Chitradurga,1.21,8.6,1.02,8.46,0.1,0,4.1,"16,59,456"
01-01-2021,Chitradurga,2.35,8.62,1.02,8.47,0.11,0,4.1,"16,59,456"
02-01-2021,Chitradurga,0.3,8.63,0.78,8.48,0.1,0,4.1,"16,59,456"
03-01-2021,Chitradurga,0.48,8.63,0.54,8.49,0.1,0,4.1,"16,59,456"
04-01-2021,Chitradurga,2.23,8.65,1.21,8.5,0.11,0,4.1,"16,59,456"
05-01-2021,Chitradurga,0.36,8.66,0.36,8.5,0.11,0,4.1,"16,59,456"
06-01-2021,Chitradurga,0.66,8.66,0.66,8.51,0.11,0,4.1,"16,59,456"
07-01-2021,Chitradurga,0.24,8.67,0.84,8.52,0.11,0,4.1,"16,59,456"
08-01-2021,Chitradurga,0.6,8.67,1.33,8.53,0.1,0,4.1,"16,59,456"
09-01-2021,Chitradurga,1.21,8.68,2.29,8.55,0.09,0,4.1,"16,59,456"
10-01-2021,Chitradurga,0.3,8.69,0.36,8.56,0.09,0,4.1,"16,59,456"
11-01-2021,Chitradurga,0.84,8.7,0.42,8.56,0.09,0,4.1,"16,59,456"
12-01-2021,Chitradurga,1.02,8.71,2.29,8.58,0.08,0,4.1,"16,59,456"
