Date,District_Name,Today_Positive,Total_Positive,Today_Discharge,Total_Discharge,Total_Active_Cases,Today_Deaths,Total_Deaths,Total_Population
03-05-2021,Udupi,44.93,28.16,46.63,25.87,2.11,0.08,17.07,"11,77,361"
04-05-2021,Udupi,47.22,28.63,28.62,26.16,2.3,0.17,17.24,"11,77,361"
05-05-2021,Udupi,140.57,30.04,36.78,26.53,3.33,0.25,17.5,"11,77,361"
06-05-2021,Udupi,129.61,31.33,32.62,26.85,4.3,0.42,17.92,"11,77,361"
07-05-2021,Udupi,82.9,32.16,66.5,27.52,4.46,0.51,18.43,"11,77,361"
08-05-2021,Udupi,88.59,33.05,27.77,27.8,5.06,0.93,19.37,"11,77,361"
09-05-2021,Udupi,81.71,33.87,46.12,28.26,5.41,0.42,19.79,"11,77,361"
10-05-2021,Udupi,72.62,34.59,54.53,28.8,5.59,0.17,19.96,"11,77,361"
11-05-2021,Udupi,91.99,35.51,66.67,29.47,5.84,0.25,20.21,"11,77,361"
12-05-2021,Udupi,78.06,36.29,71.09,30.18,5.9,0.51,20.72,"11,77,361"
13-05-2021,Udupi,75.68,37.05,62,30.8,6.04,0.51,21.23,"11,77,361"
14-05-2021,Udupi,103.54,38.08,59.96,31.4,6.47,0.25,21.49,"11,77,361"
15-05-2021,Udupi,97.34,39.06,127.06,32.67,6.17,0.59,22.08,"11,77,361"
16-05-2021,Udupi,63.28,39.69,101.58,33.69,5.78,0.42,22.51,"11,77,361"
17-05-2021,Udupi,76.19,40.45,71.01,34.4,5.83,0.42,22.93,"11,77,361"
18-05-2021,Udupi,62.6,41.08,93,35.33,5.52,0.25,23.19,"11,77,361"
19-05-2021,Udupi,72.7,41.81,77.46,36.1,5.47,0.42,23.61,"11,77,361"
20-05-2021,Udupi,68.71,42.49,77.29,36.87,5.38,0.51,24.12,"11,77,361"
21-05-2021,Udupi,72.54,43.22,103.79,37.91,5.06,0.59,24.72,"11,77,361"
22-05-2021,Udupi,72.11,43.94,98.53,38.9,4.79,0.34,25.06,"11,77,361"
23-05-2021,Udupi,77.21,44.71,65.57,39.55,4.9,0.34,25.4,"11,77,361"
24-05-2021,Udupi,78.74,45.5,71.77,40.27,4.97,0.34,25.74,"11,77,361"
25-05-2021,Udupi,54.36,46.04,58.95,40.86,4.92,0.34,26.08,"11,77,361"
26-05-2021,Udupi,82.64,46.87,75.76,41.62,4.99,0.42,26.5,"11,77,361"
27-05-2021,Udupi,76.87,47.64,63.87,42.26,5.11,0.17,26.67,"11,77,361"
28-05-2021,Udupi,65.06,48.29,70.92,42.96,5.05,0.42,27.09,"11,77,361"
29-05-2021,Udupi,58.1,48.87,72.03,43.68,4.91,0.25,27.35,"11,77,361"
30-05-2021,Udupi,55.29,49.42,91.82,44.6,4.54,0.17,27.52,"11,77,361"
31-05-2021,Udupi,44.08,49.86,64.98,45.25,4.33,0.34,27.86,"11,77,361"
01-06-2021,Udupi,62.43,50.49,52.58,45.78,4.43,0.25,28.11,"11,77,361"
02-06-2021,Udupi,54.02,51.03,81.62,46.59,4.15,0.17,28.28,"11,77,361"
03-06-2021,Udupi,49.26,51.52,76.27,47.36,3.88,0,28.28,"11,77,361"
04-06-2021,Udupi,47.65,52,49.69,47.85,3.86,0.25,28.54,"11,77,361"
05-06-2021,Udupi,46.88,52.46,62.34,48.48,3.7,0.08,28.62,"11,77,361"
06-06-2021,Udupi,41.96,52.88,37.97,48.86,3.74,0.17,28.79,"11,77,361"
07-06-2021,Udupi,33.46,53.22,53.34,49.39,3.54,0.17,28.96,"11,77,361"
08-06-2021,Udupi,17.41,53.39,42.64,49.82,3.28,0.17,29.13,"11,77,361"
09-06-2021,Udupi,35.08,53.74,35.93,50.18,3.27,0.34,29.47,"11,77,361"
10-06-2021,Udupi,24.72,53.99,20.47,50.38,3.31,0.17,29.64,"11,77,361"
11-06-2021,Udupi,18.26,54.17,26.25,50.64,3.23,0.08,29.73,"11,77,361"
12-06-2021,Udupi,22.34,54.4,53,51.17,2.92,0.17,29.9,"11,77,361"
13-06-2021,Udupi,18.94,54.59,29.3,51.47,2.82,0.34,30.24,"11,77,361"
14-06-2021,Udupi,10.36,54.69,39.07,51.86,2.53,0.17,30.41,"11,77,361"
15-06-2021,Udupi,9.09,54.78,25.99,52.12,2.36,0.08,30.49,"11,77,361"
16-06-2021,Udupi,13.5,54.92,31.85,52.44,2.17,0.17,30.66,"11,77,361"
17-06-2021,Udupi,14.1,55.06,26.84,52.7,2.04,0.25,30.92,"11,77,361"
18-06-2021,Udupi,15.97,55.22,28.03,52.98,1.92,0.25,31.17,"11,77,361"
19-06-2021,Udupi,14.78,55.36,38.65,53.37,1.68,0.25,31.43,"11,77,361"
20-06-2021,Udupi,14.18,55.51,15.37,53.52,1.67,0.08,31.51,"11,77,361"
21-06-2021,Udupi,9.94,55.61,27.35,53.8,1.49,0.08,31.6,"11,77,361"
22-06-2021,Udupi,6.88,55.67,18.69,53.99,1.37,0.17,31.77,"11,77,361"
01-07-2020,Uttara Kannada,1.6,0.19,0,0.1,0.09,0,0,"14,37,169"
02-07-2020,Uttara Kannada,1.18,0.2,0,0.1,0.1,0.07,0,"14,37,169"
03-07-2020,Uttara Kannada,0.35,0.21,0.56,0.11,0.1,0.07,0,"14,37,169"
04-07-2020,Uttara Kannada,2.44,0.23,0.56,0.11,0.12,0.07,0,"14,37,169"
05-07-2020,Uttara Kannada,1.46,0.25,0,0.11,0.13,0.07,0,"14,37,169"
06-07-2020,Uttara Kannada,5.64,0.3,0.42,0.11,0.19,0.07,0,"14,37,169"
07-07-2020,Uttara Kannada,2.44,0.33,0.35,0.12,0.21,0.07,0,"14,37,169"
08-07-2020,Uttara Kannada,1.32,0.34,0.14,0.12,0.22,0.07,0,"14,37,169"
10-07-2020,Uttara Kannada,2.3,0.38,0.7,0.15,0.22,0.21,0,"14,37,169"
11-07-2020,Uttara Kannada,2.78,0.41,0.49,0.16,0.25,0.28,0,"14,37,169"
12-07-2020,Uttara Kannada,0.83,0.42,0,0.16,0.25,0,0.28,"14,37,169"
13-07-2020,Uttara Kannada,2.57,0.44,1.88,0.18,0.26,0.07,0.35,"14,37,169"
14-07-2020,Uttara Kannada,4.45,0.49,0.49,0.18,0.3,0,0.35,"14,37,169"
15-07-2020,Uttara Kannada,3.34,0.52,3.27,0.21,0.3,0.21,0.56,"14,37,169"
16-07-2020,Uttara Kannada,5.5,0.57,0.49,0.22,0.35,0,0.56,"14,37,169"
17-07-2020,Uttara Kannada,5.22,0.63,0.42,0.22,0.4,0.14,0.7,"14,37,169"
19-07-2020,Uttara Kannada,4.8,0.75,6.82,0.31,0.44,0,0.7,"14,37,169"
20-07-2020,Uttara Kannada,5.43,0.81,2.78,0.34,0.47,0,0.7,"14,37,169"
21-07-2020,Uttara Kannada,7.58,0.89,2.44,0.36,0.52,0,0.7,"14,37,169"
22-07-2020,Uttara Kannada,4.38,0.93,6.68,0.43,0.49,0.21,0.9,"14,37,169"
23-07-2020,Uttara Kannada,5.78,0.99,5.84,0.49,0.49,0,0.9,"14,37,169"
24-07-2020,Uttara Kannada,6.12,1.05,3.69,0.52,0.52,0.07,0.97,"14,37,169"
25-07-2020,Uttara Kannada,10.79,1.16,3.83,0.56,0.59,0,0.97,"14,37,169"
26-07-2020,Uttara Kannada,5.91,1.21,6.33,0.62,0.58,0.14,1.11,"14,37,169"
27-07-2020,Uttara Kannada,2.23,1.24,6.19,0.69,0.54,0.07,1.18,"14,37,169"
28-07-2020,Uttara Kannada,3.27,1.27,5.91,0.75,0.51,0.07,1.25,"14,37,169"
29-07-2020,Uttara Kannada,5.22,1.32,7.38,0.82,0.49,0.14,1.39,"14,37,169"
30-07-2020,Uttara Kannada,8.35,1.41,3.48,0.85,0.54,0.14,1.53,"14,37,169"
31-07-2020,Uttara Kannada,6.4,1.47,5.71,0.91,0.54,0.07,1.6,"14,37,169"
01-08-2020,Uttara Kannada,3.55,1.51,4.52,0.96,0.53,0.07,1.67,"14,37,169"
02-08-2020,Uttara Kannada,1.81,1.52,4.94,1.01,0.5,0,1.67,"14,37,169"
03-08-2020,Uttara Kannada,2.16,1.54,4.45,1.05,0.48,0.07,1.74,"14,37,169"
04-08-2020,Uttara Kannada,3.97,1.58,0,1.05,0.52,0,1.74,"14,37,169"
05-08-2020,Uttara Kannada,8.7,1.67,5.43,1.1,0.55,0,1.74,"14,37,169"
06-08-2020,Uttara Kannada,5.36,1.72,5.01,1.15,0.55,0.07,1.81,"14,37,169"
07-08-2020,Uttara Kannada,8.35,1.81,5.43,1.21,0.58,0,1.81,"14,37,169"
08-08-2020,Uttara Kannada,8.14,1.89,4.8,1.26,0.62,0,1.81,"14,37,169"
09-08-2020,Uttara Kannada,4.11,1.93,2.44,1.28,0.63,0,1.81,"14,37,169"
10-08-2020,Uttara Kannada,3.69,1.97,2.78,1.31,0.64,0,1.81,"14,37,169"
11-08-2020,Uttara Kannada,5.08,2.02,4.8,1.36,0.64,0,1.81,"14,37,169"
12-08-2020,Uttara Kannada,5.84,2.08,5.15,1.41,0.65,0,1.81,"14,37,169"
13-08-2020,Uttara Kannada,4.45,2.12,2.99,1.44,0.66,0.14,1.95,"14,37,169"
14-08-2020,Uttara Kannada,6.05,2.18,8.14,1.52,0.64,0.07,2.02,"14,37,169"
15-08-2020,Uttara Kannada,5.22,2.23,2.92,1.55,0.66,0.07,2.09,"14,37,169"
16-08-2020,Uttara Kannada,4.24,2.28,7.65,1.63,0.63,0.14,2.23,"14,37,169"
17-08-2020,Uttara Kannada,6.19,2.34,2.71,1.65,0.66,0.07,2.3,"14,37,169"
18-08-2020,Uttara Kannada,5.57,2.39,7.86,1.73,0.64,0.07,2.37,"14,37,169"
19-08-2020,Uttara Kannada,8.28,2.48,9.05,1.82,0.63,0.07,2.44,"14,37,169"
20-08-2020,Uttara Kannada,8,2.56,8.07,1.9,0.63,0.21,2.64,"14,37,169"
21-08-2020,Uttara Kannada,6.33,2.62,8.84,1.99,0.6,0,2.64,"14,37,169"
22-08-2020,Uttara Kannada,4.45,2.66,4.87,2.04,0.6,0.07,2.71,"14,37,169"
23-08-2020,Uttara Kannada,7.51,2.74,4.38,2.08,0.63,0.07,2.78,"14,37,169"
24-08-2020,Uttara Kannada,6.33,2.8,3.48,2.12,0.66,0.07,2.85,"14,37,169"
25-08-2020,Uttara Kannada,9.81,2.9,7.45,2.19,0.68,0.21,3.06,"14,37,169"
26-08-2020,Uttara Kannada,8.98,2.99,2.64,2.22,0.74,0.07,3.13,"14,37,169"
27-08-2020,Uttara Kannada,11.41,3.11,7.72,2.3,0.78,0.21,3.34,"14,37,169"
28-08-2020,Uttara Kannada,10.23,3.21,6.12,2.36,0.81,0.21,3.55,"14,37,169"
29-08-2020,Uttara Kannada,9.05,3.3,3.48,2.39,0.87,0.07,3.62,"14,37,169"
30-08-2020,Uttara Kannada,7.86,3.38,12.52,2.52,0.82,0,3.62,"14,37,169"
31-08-2020,Uttara Kannada,5.98,3.44,5.43,2.57,0.83,0.07,3.69,"14,37,169"
01-09-2020,Uttara Kannada,7.93,3.52,4.73,2.62,0.86,0.07,3.76,"14,37,169"
02-09-2020,Uttara Kannada,8.77,3.6,9.05,2.71,0.86,0,3.76,"14,37,169"
03-09-2020,Uttara Kannada,12.66,3.73,2.99,2.74,0.95,0.07,3.83,"14,37,169"
04-09-2020,Uttara Kannada,12.39,3.85,9.39,2.83,0.98,0.07,3.9,"14,37,169"
06-09-2020,Uttara Kannada,17.19,4.17,6.75,2.96,1.17,0.07,3.97,"14,37,169"
07-09-2020,Uttara Kannada,5.36,4.22,4.66,3,1.18,0.21,4.17,"14,37,169"
08-09-2020,Uttara Kannada,1.67,4.24,5.01,3.05,1.14,0.28,4.45,"14,37,169"
09-09-2020,Uttara Kannada,18.09,4.42,5.71,3.11,1.27,0.14,4.59,"14,37,169"
10-09-2020,Uttara Kannada,14.89,4.57,8.07,3.19,1.33,0.56,5.15,"14,37,169"
11-09-2020,Uttara Kannada,7.93,4.65,12.66,3.32,1.28,0.28,5.43,"14,37,169"
12-09-2020,Uttara Kannada,9.05,4.74,5.98,3.38,1.31,0.14,5.57,"14,37,169"
13-09-2020,Uttara Kannada,9.81,4.84,2.5,3.4,1.38,0.07,5.64,"14,37,169"
14-09-2020,Uttara Kannada,13.29,4.97,6.89,3.47,1.44,0.14,5.78,"14,37,169"
15-09-2020,Uttara Kannada,13.57,5.11,11.27,3.58,1.46,0.14,5.91,"14,37,169"
16-09-2020,Uttara Kannada,20.46,5.31,9.46,3.68,1.57,0.28,6.05,"14,37,169"
17-09-2020,Uttara Kannada,8.84,5.4,3.55,3.71,1.62,0.28,6.33,"14,37,169"
18-09-2020,Uttara Kannada,12.59,5.53,7.31,3.79,1.67,0.21,6.54,"14,37,169"
19-09-2020,Uttara Kannada,8.98,5.62,28.32,4.07,1.48,0.42,6.96,"14,37,169"
20-09-2020,Uttara Kannada,7.51,5.69,9.74,4.17,1.45,0.14,7.1,"14,37,169"
21-09-2020,Uttara Kannada,12.8,5.82,1.46,4.18,1.57,0,7.1,"14,37,169"
22-09-2020,Uttara Kannada,10.79,5.93,31.73,4.5,1.35,0.49,7.58,"14,37,169"
23-09-2020,Uttara Kannada,8,6.01,0,4.5,1.43,0,7.58,"14,37,169"
24-09-2020,Uttara Kannada,7.58,6.08,2.64,4.52,1.48,0,7.58,"14,37,169"
25-09-2020,Uttara Kannada,6.4,6.15,4.38,4.57,1.5,0,7.58,"14,37,169"
26-09-2020,Uttara Kannada,7.24,6.22,3.55,4.6,1.54,0,7.58,"14,37,169"
27-09-2020,Uttara Kannada,6.96,6.29,3.27,4.64,1.58,0,7.58,"14,37,169"
28-09-2020,Uttara Kannada,12.25,6.41,2.99,4.67,1.67,0.14,7.72,"14,37,169"
29-09-2020,Uttara Kannada,8.7,6.5,3.76,4.7,1.72,0,7.72,"14,37,169"
30-09-2020,Uttara Kannada,10.16,6.6,9.88,4.8,1.72,0,7.72,"14,37,169"
01-10-2020,Uttara Kannada,6.05,6.66,2.37,4.83,1.76,0,7.72,"14,37,169"
02-10-2020,Uttara Kannada,5.57,6.72,1.25,4.84,1.8,0,7.72,"14,37,169"
03-10-2020,Uttara Kannada,6.4,6.78,2.23,4.86,1.84,0.28,8,"14,37,169"
04-10-2020,Uttara Kannada,5.84,6.84,2.92,4.89,1.87,0,8,"14,37,169"
05-10-2020,Uttara Kannada,4.45,6.88,2.78,4.92,1.88,0,8,"14,37,169"
06-10-2020,Uttara Kannada,10.44,6.99,19.9,5.12,1.79,0,8,"14,37,169"
07-10-2020,Uttara Kannada,32.15,7.31,56.92,5.69,1.54,0.49,8.49,"14,37,169"
08-10-2020,Uttara Kannada,14.82,7.46,23.31,5.92,1.45,0.14,8.63,"14,37,169"
09-10-2020,Uttara Kannada,13.64,7.59,20.6,6.13,1.38,0.21,8.84,"14,37,169"
10-10-2020,Uttara Kannada,6.19,7.65,16.28,6.29,1.28,0.14,8.98,"14,37,169"
11-10-2020,Uttara Kannada,8,7.73,41.54,6.7,0.94,0.14,9.12,"14,37,169"
12-10-2020,Uttara Kannada,10.51,7.84,11.27,6.82,0.93,0.21,9.32,"14,37,169"
13-10-2020,Uttara Kannada,8,7.92,15.73,6.97,0.85,0.07,9.39,"14,37,169"
14-10-2020,Uttara Kannada,13.36,8.05,6.89,7.04,0.91,0.21,9.6,"14,37,169"
15-10-2020,Uttara Kannada,3.97,8.09,7.03,7.11,0.88,0.14,9.74,"14,37,169"
16-10-2020,Uttara Kannada,7.72,8.17,9.12,7.2,0.87,0.28,10.02,"14,37,169"
17-10-2020,Uttara Kannada,8.56,8.26,8.07,7.29,0.87,0.28,10.3,"14,37,169"
18-10-2020,Uttara Kannada,6.4,8.32,8,7.37,0.85,0.14,10.44,"14,37,169"
19-10-2020,Uttara Kannada,1.95,8.34,4.04,7.41,0.83,0,10.44,"14,37,169"
20-10-2020,Uttara Kannada,12.52,8.46,8.7,7.49,0.87,0.07,10.51,"14,37,169"
21-10-2020,Uttara Kannada,5.15,8.52,7.31,7.57,0.85,0,10.51,"14,37,169"
22-10-2020,Uttara Kannada,4.17,8.56,13.85,7.7,0.75,0,10.51,"14,37,169"
24-10-2020,Uttara Kannada,3.34,8.67,6.4,7.84,0.73,0,10.51,"14,37,169"
25-10-2020,Uttara Kannada,3.2,8.7,3.55,7.87,0.72,0,10.51,"14,37,169"
26-10-2020,Uttara Kannada,3.55,8.74,6.05,7.93,0.7,0.07,10.58,"14,37,169"
27-10-2020,Uttara Kannada,5.43,8.79,11.83,8.05,0.63,0.14,10.72,"14,37,169"
28-10-2020,Uttara Kannada,2.16,8.81,9.25,8.14,0.56,0.07,10.79,"14,37,169"
29-10-2020,Uttara Kannada,6.89,8.88,3.62,8.18,0.59,0,10.79,"14,37,169"
30-10-2020,Uttara Kannada,3.55,8.92,6.4,8.24,0.56,0,10.79,"14,37,169"
31-10-2020,Uttara Kannada,1.67,8.93,1.74,8.26,0.56,0,10.79,"14,37,169"
01-12-2020,Uttara Kannada,2.16,9.6,2.64,9.36,0.12,0,11.9,"14,37,169"
02-12-2020,Uttara Kannada,1.39,9.62,2.5,9.39,0.11,0,11.9,"14,37,169"
03-12-2020,Uttara Kannada,1.39,9.63,1.18,9.4,0.11,0,11.9,"14,37,169"
04-12-2020,Uttara Kannada,0.9,9.64,0.9,9.41,0.11,0,11.9,"14,37,169"
05-12-2020,Uttara Kannada,2.09,9.66,1.88,9.43,0.11,0.07,11.97,"14,37,169"
06-12-2020,Uttara Kannada,0.7,9.67,2.02,9.45,0.1,0,11.97,"14,37,169"
07-12-2020,Uttara Kannada,1.04,9.68,0.83,9.45,0.1,0,11.97,"14,37,169"
08-12-2020,Uttara Kannada,1.53,9.69,1.81,9.47,0.1,0,11.97,"14,37,169"
09-12-2020,Uttara Kannada,1.04,9.7,1.18,9.48,0.1,0,11.97,"14,37,169"
10-12-2020,Uttara Kannada,0.83,9.71,1.25,9.5,0.1,0,11.97,"14,37,169"
11-12-2020,Uttara Kannada,0.83,9.72,1.39,9.51,0.09,0,11.97,"14,37,169"
12-12-2020,Uttara Kannada,1.39,9.73,0.77,9.52,0.1,0,11.97,"14,37,169"
13-12-2020,Uttara Kannada,1.53,9.75,0.9,9.53,0.1,0,11.97,"14,37,169"
14-12-2020,Uttara Kannada,1.25,9.76,0.56,9.53,0.11,0.07,12.04,"14,37,169"
15-12-2020,Uttara Kannada,1.11,9.77,1.25,9.55,0.11,0.07,12.11,"14,37,169"
16-12-2020,Uttara Kannada,0.56,9.78,1.81,9.56,0.09,0,12.11,"14,37,169"
17-12-2020,Uttara Kannada,0.97,9.79,1.11,9.58,0.09,0,12.11,"14,37,169"
18-12-2020,Uttara Kannada,1.32,9.8,1.39,9.59,0.09,0,12.11,"14,37,169"
19-12-2020,Uttara Kannada,1.18,9.81,2.78,9.62,0.08,0.07,12.18,"14,37,169"
20-12-2020,Uttara Kannada,0.97,9.82,1.11,9.63,0.07,0,12.18,"14,37,169"
21-12-2020,Uttara Kannada,0.7,9.83,0.7,9.63,0.07,0,12.18,"14,37,169"
22-12-2020,Uttara Kannada,0.42,9.83,0.49,9.64,0.07,0,12.18,"14,37,169"
23-12-2020,Uttara Kannada,0.9,9.84,1.6,9.66,0.07,0,12.18,"14,37,169"
24-12-2020,Uttara Kannada,0.97,9.85,0.63,9.66,0.07,0,12.18,"14,37,169"
25-12-2020,Uttara Kannada,0.97,9.86,0.77,9.67,0.07,0,12.18,"14,37,169"
26-12-2020,Uttara Kannada,0.9,9.87,0.97,9.68,0.07,0,12.18,"14,37,169"
27-12-2020,Uttara Kannada,0.77,9.88,0.7,9.69,0.07,0,12.18,"14,37,169"
28-12-2020,Uttara Kannada,0.56,9.89,0.9,9.7,0.07,0.07,12.25,"14,37,169"
29-12-2020,Uttara Kannada,0.35,9.89,0.7,9.7,0.06,0,12.25,"14,37,169"
30-12-2020,Uttara Kannada,0.49,9.89,0.83,9.71,0.06,0,12.25,"14,37,169"
31-12-2020,Uttara Kannada,0.63,9.9,1.53,9.73,0.05,0,12.25,"14,37,169"
01-01-2021,Uttara Kannada,1.11,9.91,0.63,9.73,0.06,0,12.25,"14,37,169"
02-01-2021,Uttara Kannada,1.95,9.93,0.42,9.74,0.07,0,12.25,"14,37,169"
03-01-2021,Uttara Kannada,0.49,9.94,0.35,9.74,0.07,0,12.25,"14,37,169"
04-01-2021,Uttara Kannada,0.83,9.94,1.81,9.76,0.06,0,12.25,"14,37,169"
05-01-2021,Uttara Kannada,1.04,9.95,1.04,9.77,0.06,0.07,12.32,"14,37,169"
06-01-2021,Uttara Kannada,0.63,9.96,1.46,9.78,0.05,0,12.32,"14,37,169"
07-01-2021,Uttara Kannada,0.83,9.97,0.9,9.79,0.05,0,12.32,"14,37,169"
08-01-2021,Uttara Kannada,1.25,9.98,0.7,9.8,0.06,0,12.32,"14,37,169"
09-01-2021,Uttara Kannada,0.77,9.99,1.11,9.81,0.06,0,12.32,"14,37,169"
10-01-2021,Uttara Kannada,0.9,10,1.04,9.82,0.05,0,12.32,"14,37,169"
11-01-2021,Uttara Kannada,0.49,10,1.11,9.83,0.05,0,12.32,"14,37,169"
12-01-2021,Uttara Kannada,0.7,10.01,0.42,9.84,0.05,0,12.32,"14,37,169"
13-01-2021,Uttara Kannada,0.35,10.01,0.56,9.84,0.05,0.07,12.39,"14,37,169"
14-01-2021,Uttara Kannada,0.83,10.02,0.7,9.85,0.05,0,12.39,"14,37,169"
15-01-2021,Uttara Kannada,1.04,10.03,0.9,9.86,0.05,0,12.39,"14,37,169"
16-01-2021,Uttara Kannada,1.11,10.04,0.63,9.86,0.06,0,12.39,"14,37,169"
17-01-2021,Uttara Kannada,0.49,10.05,0.83,9.87,0.05,0,12.39,"14,37,169"
18-01-2021,Uttara Kannada,0.49,10.05,0.56,9.88,0.05,0,12.39,"14,37,169"
19-01-2021,Uttara Kannada,1.18,10.06,0.63,9.88,0.06,0,12.39,"14,37,169"
20-01-2021,Uttara Kannada,0.28,10.07,0.77,9.89,0.05,0,12.39,"14,37,169"
21-01-2021,Uttara Kannada,0.56,10.07,0.35,9.9,0.05,0,12.39,"14,37,169"
22-01-2021,Uttara Kannada,0.21,10.08,0.97,9.9,0.05,0,12.39,"14,37,169"
23-01-2021,Uttara Kannada,1.04,10.09,0.42,9.91,0.05,0,12.39,"14,37,169"
24-01-2021,Uttara Kannada,0.56,10.09,0.49,9.91,0.05,0,12.39,"14,37,169"
25-01-2021,Uttara Kannada,0.49,10.1,1.53,9.93,0.04,0,12.39,"14,37,169"
26-01-2021,Uttara Kannada,1.11,10.11,0.49,9.93,0.05,0,12.39,"14,37,169"
27-01-2021,Uttara Kannada,0.97,10.12,0.49,9.94,0.05,0,12.39,"14,37,169"
28-01-2021,Uttara Kannada,0.63,10.12,0.97,9.95,0.05,0,12.39,"14,37,169"
29-01-2021,Uttara Kannada,0.42,10.13,0.63,9.95,0.05,0,12.39,"14,37,169"
30-01-2021,Uttara Kannada,0.14,10.13,0.77,9.96,0.04,0,12.39,"14,37,169"
31-01-2021,Uttara Kannada,1.18,10.14,0.97,9.97,0.04,0,12.39,"14,37,169"
01-02-2021,Uttara Kannada,0.7,10.15,0.35,9.98,0.05,0,12.39,"14,37,169"
02-02-2021,Uttara Kannada,0.49,10.15,0.28,9.98,0.05,0,12.39,"14,37,169"
03-02-2021,Uttara Kannada,0.07,10.15,0.49,9.98,0.05,0,12.39,"14,37,169"
04-02-2021,Uttara Kannada,0.28,10.16,0.83,9.99,0.04,0,12.39,"14,37,169"
05-02-2021,Uttara Kannada,1.18,10.17,1.11,10,0.04,0,12.39,"14,37,169"
06-02-2021,Uttara Kannada,0.83,10.18,0.77,10.01,0.04,0,12.39,"14,37,169"
07-02-2021,Uttara Kannada,0.21,10.18,0.49,10.02,0.04,0,12.39,"14,37,169"
08-02-2021,Uttara Kannada,0.14,10.18,0.49,10.02,0.04,0,12.39,"14,37,169"
09-02-2021,Uttara Kannada,0.35,10.18,0.42,10.02,0.03,0,12.39,"14,37,169"
10-02-2021,Uttara Kannada,0.21,10.19,0.42,10.03,0.03,0,12.39,"14,37,169"
11-02-2021,Uttara Kannada,0.49,10.19,0.97,10.04,0.03,0,12.39,"14,37,169"
12-02-2021,Uttara Kannada,0.21,10.19,0.14,10.04,0.03,0,12.39,"14,37,169"
13-02-2021,Uttara Kannada,0.21,10.19,0.21,10.04,0.03,0,12.39,"14,37,169"
14-02-2021,Uttara Kannada,0.07,10.2,0.21,10.04,0.03,0,12.39,"14,37,169"
15-02-2021,Uttara Kannada,0.49,10.2,0.35,10.05,0.03,0,12.39,"14,37,169"
16-02-2021,Uttara Kannada,0.49,10.2,0.49,10.05,0.03,0,12.39,"14,37,169"
17-02-2021,Uttara Kannada,0.35,10.21,0.35,10.06,0.03,0,12.39,"14,37,169"
18-02-2021,Uttara Kannada,0.49,10.21,0.28,10.06,0.03,0,12.39,"14,37,169"
19-02-2021,Uttara Kannada,0.21,10.22,0.35,10.06,0.03,0,12.39,"14,37,169"
20-02-2021,Uttara Kannada,0.14,10.22,0.35,10.07,0.03,0,12.39,"14,37,169"
21-02-2021,Uttara Kannada,0.42,10.22,0.21,10.07,0.03,0,12.39,"14,37,169"
22-02-2021,Uttara Kannada,0,10.22,0.21,10.07,0.03,0,12.39,"14,37,169"
23-02-2021,Uttara Kannada,0,10.22,0.28,10.07,0.02,0,12.39,"14,37,169"
24-02-2021,Uttara Kannada,0.07,10.22,0.28,10.08,0.02,0,12.39,"14,37,169"
25-02-2021,Uttara Kannada,0.14,10.22,0.28,10.08,0.02,0,12.39,"14,37,169"
26-02-2021,Uttara Kannada,0.35,10.23,0.63,10.08,0.02,0,12.39,"14,37,169"
27-02-2021,Uttara Kannada,0,10.23,0.21,10.09,0.02,0,12.39,"14,37,169"
28-02-2021,Uttara Kannada,0.28,10.23,0.21,10.09,0.02,0,12.39,"14,37,169"
01-03-2021,Uttara Kannada,0.56,10.23,0.14,10.09,0.02,0,12.39,"14,37,169"
02-03-2021,Uttara Kannada,0.14,10.24,0.28,10.09,0.02,0,12.39,"14,37,169"
03-03-2021,Uttara Kannada,0.14,10.24,0.28,10.1,0.02,0,12.39,"14,37,169"
04-03-2021,Uttara Kannada,0.35,10.24,0.14,10.1,0.02,0,12.39,"14,37,169"
05-03-2021,Uttara Kannada,0.21,10.24,0.14,10.1,0.02,0,12.39,"14,37,169"
06-03-2021,Uttara Kannada,1.11,10.25,0.21,10.1,0.03,0,12.39,"14,37,169"
07-03-2021,Uttara Kannada,0.35,10.26,0.28,10.1,0.03,0,12.39,"14,37,169"
08-03-2021,Uttara Kannada,0.28,10.26,1.11,10.11,0.02,0,12.39,"14,37,169"
09-03-2021,Uttara Kannada,0.21,10.26,0.14,10.12,0.02,0,12.39,"14,37,169"
10-03-2021,Uttara Kannada,0.49,10.27,0.07,10.12,0.03,0,12.39,"14,37,169"
11-03-2021,Uttara Kannada,0.21,10.27,0.21,10.12,0.03,0,12.39,"14,37,169"
12-03-2021,Uttara Kannada,1.04,10.28,0.49,10.12,0.03,0,12.39,"14,37,169"
13-03-2021,Uttara Kannada,0.35,10.28,0.21,10.13,0.03,0,12.39,"14,37,169"
14-03-2021,Uttara Kannada,0.49,10.29,0.42,10.13,0.03,0,12.39,"14,37,169"
15-03-2021,Uttara Kannada,0.42,10.29,0.21,10.13,0.04,0,12.39,"14,37,169"
16-03-2021,Uttara Kannada,0.35,10.3,0.14,10.13,0.04,0,12.39,"14,37,169"
17-03-2021,Uttara Kannada,0.21,10.3,0.56,10.14,0.04,0,12.39,"14,37,169"
18-03-2021,Uttara Kannada,0.63,10.3,0.21,10.14,0.04,0,12.39,"14,37,169"
